,Cadps2_class,Calb2_class,Cdh13_class,Cnr1_class,Cplx2_class,Cryab_class,Cxcl14_class,Gad1_class,Id2_class,Lhx6_class,Pcp4_class,Pde1a_class,Penk_class,Plp1_class,Pnoc_class,Pvalb_class,Reln_class,Rgs4_class,Satb1_class,Snca_class,Sncg_class,Sst_class,Zero
Sncg,5.723885321702719,2.948705784399988,13.720291350958245,0.804438710381795,0.1313539666452008,0.22957715230277984,0.20624181967353042,0.1301798031992456,0.18406101593943744,2.0961449410576303,0.01853014500332957,5.770980971090155,0.6026995482340796,0.1668627629916378,0.17992536881384572,0.07254875166572143,0.6757053069571775,0.8352914427398497,0.08026980387140248,0.21799220764772498,15.41113291275788,0.2692472530741329,0.11245393083285386
Sst,0.08209560930903334,0.0005963660637456725,0.17028974351354703,0.7808002458997505,0.09270129070065221,4.32575286718951,0.9750830749400533,0.1402132243101605,0.10242774256263026,0.21796377313055793,0.0024441189069826868,0.002565639843059705,0.5381216962769148,0.11139015484602496,0.8856961275666365,0.3424898649655627,4.393835575159236,0.0690765559434456,0.3343788549209747,0.2787652211334865,0.22589981486372301,7.306747647684006,0.04911540379361069
Synpr,0.01568180543802183,0.0,0.6053391642533192,0.12873789680107078,0.10334400322257363,0.5772231366633647,0.5729183208688895,0.2956343077328724,0.031759506785181794,0.1678938897725094,0.1083079082741659,0.39759031383012705,0.26361785161085416,0.09055268906913609,1.8076284951451937,1.143886620837582,0.1349871617866199,0.00030138068155725954,0.5206739726392058,0.7549252487510486,0.0,0.19708557130731186,0.029076931847529564
Tac1,0.02783930470983537,0.03574232125408651,0.0,1.215733860161778,0.005128655282189014,0.003219417974588221,0.7300289337271347,0.017702193550745093,0.01362838322624491,0.17654828480992385,0.04383547433202981,0.0,6.438423990851887e-05,0.030706207169572945,0.012469477967193344,0.0,0.7094087376339463,0.13247615753316935,0.0,0.19253459407965856,0.130020953471182,0.0015282317109880064,0.03186599112672246
Tac2,0.00016460183982966233,0.0,0.0,0.08464414728535895,0.054372807659091936,0.0,0.0,0.03639800364795301,0.002473293476229035,0.0,0.016983362206801644,0.0,0.00545782753642007,0.023657767437796278,0.17954489726620576,0.0,0.0001778779849778052,0.03293240077134522,0.07938217835203128,0.03385474510242841,0.12213827837484269,0.0,0.006554739035674549
Th,0.1206271850299308,0.10548986694555851,0.0,0.25861311869262915,0.026684977278433136,0.0,0.0001787316283585917,0.028020177536180274,0.0,0.00015365701550220423,0.0,0.0690843127038397,0.005664089896652824,0.012421383725009016,0.2648143936520843,0.0,0.0,0.023588743009960108,0.002565009765390211,0.01581361487401473,0.40288181274989704,0.07604126625681207,0.0032997730785718706
Thsd7a,0.1449366900287859,0.650234156639906,0.08296621052528685,1.5021811184126013,0.585504789918999,0.966470663572903,0.2540444829260819,1.248456392649611,0.07239434776606807,1.3488371504798902,1.0888965510365,0.04416895981138642,0.5446899004900698,0.11639846500956509,0.0060523360104622875,2.002089712655652,0.935245649847006,0.07205599993357749,1.5556887615608057,0.26148366553270047,0.10319689609361202,0.5893855373815095,0.02176322804597573
Trp53i11,1.2658255464124222,0.7397455875994549,6.186293617154069,1.0348679526074567,0.07415461938848615,0.3259066249365923,0.6294274364015515,0.23165048669416666,0.055728173826055105,0.8573411474220893,0.3262031536672057,2.1655710983346546,0.19777411915433488,0.0963249250301826,0.05214791561451434,1.2364848101543684,0.3528570766442651,1.083608701754883,0.5340624354989154,0.13639546061866015,2.461793129321825,0.7418931923854039,0.028653701108677602
Vip,4.844390282053399e-05,0.0001332835583287546,0.0,0.07180550109652103,0.05993995356517936,0.0013596231056219798,0.1270989587245985,0.0,0.003940998733474637,0.0,0.0,0.051766074243692305,0.004444918421819461,0.0058821464359472865,0.011769660115020458,0.0,0.05443589932727712,0.018398935074419673,0.0,0.0,0.1305724000927238,0.1908389256693393,0.00709478754084507
Wfs1,0.5152647718043358,0.3399286143782521,0.3707556683399984,0.5639499232632994,1.156942207374479,0.593891742470927,1.1182293991717351,0.28430351103052875,1.3230830958919502,0.8516445293018094,0.4734831520262234,0.2792857310833214,0.36573623217767515,0.2793536245241006,0.4243744397266957,1.6439265356178516,0.2729229176985977,0.3004196710183336,0.34809799576474654,0.6447549625933827,0.5319420390161682,0.4734106645887882,0.10312344002685817
Yjefn3,0.0027766754654667573,0.049981558457283914,0.071255071288787,0.07254531034843172,0.026690067043711692,0.0,0.0,3.528421422330186e-05,0.01068704193394322,0.08703829890344184,0.0,0.008170640628611617,0.05456593046338828,0.006253678439240833,0.01595778181601538,0.00013830998250296696,0.06391201197326808,0.0224036687514727,0.0010416063943305416,0.03352014519342369,0.0,0.0,0.007669400059137102
