iteration,prob
0,0.9711189881921822
1,0.9012973912747366
2,0.9223081632852721
3,0.8785193113898206
4,0.7756017214730169
5,0.7240569011989378
6,0.8238456904682873
7,0.7101416588725686
8,0.7570790121833659
9,0.5729206651140983
10,0.6264278901011242
11,0.5743323258744383
12,0.539029647706372
13,0.5410862995479792
14,0.544110651191533
15,0.43056732828937816
16,0.49126943721018435
17,0.4956041824650215
18,0.6452839263993864
19,0.37247506815833553
20,0.42672931990844143
21,0.32191847879392177
22,0.28041237142564907
23,0.4616178686796925
24,0.3253627484045313
25,0.6245827174387576
26,0.618652100456247
27,0.3870874835610789
28,0.45112918201014335
29,0.34428518273737707
30,0.32949504235998667
31,0.3494998657200376
32,0.362853757774525
33,0.4510276458903704
34,0.35890473244016813
35,0.22859361374714982
36,0.3359405824971713
37,0.36305885226705614
38,0.34085327631594386
39,0.3680177129420907
40,0.3718694160596232
41,0.28415951420379804
42,0.47518900063703506
43,0.5777135262741475
44,0.25592033017507015
45,0.17448683767598863
46,0.3787923246650874
47,0.2748716420526466
48,0.4271052912244186
49,0.4090746721584059
50,0.36586408514706475
51,0.3825075102419434
52,0.2979455333468978
53,0.27522265631264375
54,0.5106778018673048
55,0.2779000785987742
56,0.3446641558792254
57,0.351987107789688
58,0.37468774175889435
59,0.43304013499787275
60,0.3991133180041786
61,0.30277342093278337
62,0.23599930162722838
63,0.3217229007270959
64,0.529836810581834
65,0.31692565628929215
66,0.2352710168255911
67,0.1889488852015308
68,0.1622566092679424
69,0.18975568519967917
70,0.5007599252583435
71,0.34822867787324074
72,0.35478437832955956
73,0.22704183675845135
74,0.19075691326501554
75,0.3373475233973724
76,0.2075315146898017
77,0.21080352580980477
78,0.18347974184862462
79,0.12878839714352103
80,0.27191964849165745
81,0.5252071795139048
82,0.31113952628236585
83,0.19435625014820435
84,0.3596662547908333
85,0.28150440528024756
86,0.4269529969637775
87,0.23562365636789767
88,0.2754562197352626
89,0.17012037244897457
90,0.3036650059829623
91,0.1784602099363275
92,0.22610297814189256
93,0.3005077893273067
94,0.34324619688402924
95,0.3798801258694326
96,0.2644275595691903
97,0.1809390652190525
98,0.20949837413666395
99,0.21152040165480426
100,0.3226047367756336
101,0.43444506080304646
102,0.30514707167412225
103,0.20757706238028217
104,0.1406895546649688
105,0.35296912919976836
106,0.5078091443932699
107,0.6036505556410643
108,0.8751535686408226
109,0.7052852569742059
110,0.3360865915603358
111,0.18839845355265267
112,0.08118846413457725
113,0.08614827937981162
114,0.11902700709084901
115,0.12079599881063324
116,0.17231754866061283
117,0.18875834267482638
118,0.15769796666932767
119,0.08664069334042213
120,0.07162762340620538
121,0.08578696354712953
122,0.11848104968072842
123,0.11498025734713108
124,0.15129366903775265
125,0.1756829544340249
126,0.24699465895050304
127,0.19507126530694402
128,0.20973487787230927
129,0.15821253097404214
130,0.1863631336176378
131,0.21680096168541374
132,0.24005663774155217
133,0.15975396035031642
134,0.16058845329921895
135,0.22358346999153855
136,0.23724265211064333
137,0.2653596558317189
138,0.29184650452654437
139,0.2676778447991252
140,0.1878018506270743
141,0.17172316430946571
142,0.1433963448704081
143,0.17267614496574601
144,0.21031125232596948
145,0.22334698298941696
146,0.15214176211625885
147,0.23452898726389046
148,0.1414648922477577
149,0.13955366059045632
150,0.21049925289762306
151,0.197542367979207
152,0.294619026573635
153,0.21264640103690746
154,0.1468608771960126
155,0.2217346462583465
156,0.26824496028459965
157,0.3832176877061815
158,0.3041604814363348
159,0.293582143697383
160,0.2594424443698426
161,0.1348346914876642
162,0.11759553847187165
163,0.11626028613382555
164,0.08396831010238526
165,0.06841710747647944
166,0.08333500582354586
167,0.13620113848803078
168,0.16940854526068927
169,0.1653437774886296
170,0.21139276701858273
171,0.2587303782150853
172,0.14758050265656675
173,0.13843800515986393
174,0.19915942101944265
175,0.17489660359746467
176,0.2925012535344922
177,0.3342330158467196
178,0.16021955917626335
179,0.15418241601693422
180,0.23042854322184025
181,0.20164312542542906
182,0.15662107865524055
183,0.16110123004155893
184,0.13253076553605092
185,0.15164285837940283
186,0.15293066363076036
187,0.13026488778237022
188,0.11649056799804797
189,0.11313178025442983
190,0.08451052135513226
191,0.06538661552005853
192,0.06596353388683529
193,0.06402286465686846
194,0.05990083435697491
195,0.06504768167632585
196,0.07349686768529107
197,0.08797110435790778
198,0.09933200969648104
199,0.11441805467843102
200,0.1734833179422609
201,0.17842859138233474
202,0.1500690170802429
203,0.1143581188053912
204,0.11554684955699723
205,0.1386804513003277
206,0.17343557257426043
207,0.15839946555886486
208,0.15983834328903473
209,0.15210205281004296
210,0.11951237050156616
211,0.10673667477156523
212,0.07763708009297132
213,0.09421983438344822
214,0.12145415113499924
215,0.27634322017473234
216,0.43853838198338313
217,0.3313902024428874
218,0.2698948594014695
219,0.2990458143277164
